2425,2590
1494,785
1437,3643
2147,115
1374,2977
2407,1164
2160,1362
972,4108
1877,3967
580,2508
2433,75
1744,4004
942,600
1938,2309
1928,1399
1108,2159
1312,383
2373,2983
1549,4105
1857,2009
118,4735
449,2579
356,72
2556,227
2252,1835
530,963
2376,3942
1964,1942
474,498
2130,61
375,4228
357,3214
2083,857
2295,3177
2328,628
1212,475
2539,906
447,2433
912,1403
883,961
2132,319
419,3165
2130,554
1087,2812
2097,379
1999,2131
2036,3497
268,2309
63,2412
432,1887
2286,1480
2351,2830
1153,1834
486,656
568,14
422,4003
1084,3922
1042,1178
1134,2032
558,311
2440,4014
2457,2126
1857,1436
1256,3566
171,2316
1026,1608
2538,72
1523,4139
2495,850
2566,4412
308,377
2482,364
2099,606
394,169
210,2788
345,1877
2828,1030
749,2063
189,1721
1920,346
2477,539
2279,3402
521,2713
2693,68
261,801
1118,100
2592,1178
1057,1270
2586,3344
1845,3460
2279,1449
2324,890
2128,3909
614,2832
2351,705
346,1723
2337,4205
656,387
1072,1416
446,1590
2089,3536
313,4317
2443,484
2469,97
169,941
301,4373
1210,2463
286,1511
275,537
2767,376
90,3975
2045,594
1878,1352
2397,132
2508,2281
2542,160
483,555
899,1610
1947,4202
419,4283
369,1781
504,852
1923,3
2349,2277
2193,2920
2591,437
1016,1045
2907,93
1042,2742
1548,2657
2171,1072
2250,972
2669,1252
989,1482
2787,2462
2404,2119
2107,3177
1011,1994
2306,3644
2000,2453
889,133
2370,999
560,3040
200,1623
1323,3312
1539,3543
2046,1005
510,2181
2739,684
587,2633
1610,3344
847,2304
353,140
985,1193
2109,283
1094,2235
947,4034
375,3585
2549,3860
214,2017
1290,18
2970,1505
271,2847
2595,3126
2507,1025
1130,3530
849,1555
259,2505
2482,59
1682,2168
1877,3526
2605,643
1915,2868
2961,3214
470,41
1118,4222
232,1439
144,2879
