2363,2094
2254,1053
2264,3346
327,2509
937,2962
535,424
2231,1766
639,3762
785,3318
2287,2937
2443,760
1704,3712
891,3514
778,4248
2122,3420
2164,3557
360,1498
2446,647
2194,4244
557,2502
942,3594
2182,1511
908,2955
419,647
1012,3432
485,1759
2192,1875
710,4305
2020,4495
2393,389
2358,2109
1096,321
2342,399
219,763
1981,2408
1439,4274
970,3278
1066,4341
1438,2915
1015,786
332,2744
2195,4569
690,2304
1019,3663
2325,1907
250,1399
1598,3392
2358,569
498,3374
2001,4320
914,3576
1439,2514
658,1136
2092,1875
547,3862
878,3406
2339,1664
2239,1067
620,3257
393,4325
2563,769
415,3613
379,3374
526,1086
488,2295
2219,1929
2159,2751
394,1369
806,59
2208,2104
407,1654
764,3267
1024,2040
561,3665
1171,1578
654,2915
718,2546
1003,1388
389,1418
2233,3366
1857,4229
2133,3537
2146,3942
503,2847
2281,4698
2363,1553
1158,1879
697,3692
878,830
2117,3983
1695,4428
508,2895
2248,4070
798,3421
2326,2120
2612,4312
2109,3104
2268,4171
2146,3849
2229,4054
2134,2416
2325,1983
1003,1644
850,1
2357,1278
481,4597
332,804
2232,109
648,1224
1007,3098
302,2508
1079,347
2166,2952
629,3210
2162,1813
801,2214
606,2307
2109,2310
2366,4819
2217,3711
1193,2536
912,2032
2358,3391
1637,1507
475,2675
2158,1935
2902,1559
2326,3527
672,284
2002,1338
1099,890
444,1110
2227,1472
939,2746
2065,2570
1103,1828
943,3626
529,4004
1734,4122
809,2388
1068,3743
873,3330
1127,3388
2045,1203
584,1849
967,3010
701,3606
2378,3456
2754,1980
289,3217
2258,1755
899,3193
1486,4113
1077,1853
2271,1220
2080,4094
2583,2698
2288,1355
2306,3025
516,1942
2190,4034
2697,637
2112,3248
1124,668
2198,1387
1900,939
2960,3260
2168,4105
2156,4044
2208,2059
1976,1374
958,3400
2152,3418
991,3630
1454,4459
329,1139
2271,3518
698,1003
411,310
356,1908
1000,2325
913,3083
609,3624
2347,2537
533,80
467,3987
594,3409
962,1655
2153,3503
464,1819
2199,4073
2412,1685
342,2874
543,386
1152,1523
2177,3296
775,1917
339,826
1952,4310
706,3199
798,3517
1185,802
521,3884
2207,3951
848,663
1102,406
2028,4433
726,1296
274,468
908,3063
2039,2920
811,420
1133,3171
804,4050
1032,3557
1000,2419
828,3093
1635,4512
2277,1066
1140,1279
352,4327
2228,4093
2171,1215
634,4756
1869,2487
2142,1977
2389,4473
852,3526
2239,3125
2339,1366
924,2999
2075,4380
695,2388
2373,332
630,1108
2252,3933
387,340
2309,3814
546,1961
741,3353
976,3041
760,2161
2288,4204
1067,149
2214,1906
762,3154
391,1568
265,1032
836,2942
541,4831
1025,63
493,127
2237,3108
2301,2323
2314,3938
2237,2825
2278,4356
477,1361
2225,3747
2614,4358
2358,1741
1018,2311
923,3535
2355,4017
305,835
346,2769
404,342
2559,1789
766,2448
341,1396
2239,2023
2906,4004
1092,166
1633,2385
897,3985
475,62
1090,2928
707,3549
2192,4174
523,1280
1239,1274
1893,4404
2335,2626
813,3004
858,4446
2115,2560
2182,3576
454,3439
1001,688
352,1155
2353,1631
986,3584
2332,177
718,3525
2249,4106
2065,2129
851,4074
908,2343
2385,2526
593,554
2020,2697
714,4238
2327,1739
789,750
810,3936
917,3323
237,575
1982,2315
906,3263
464,1657
2011,1688
1943,408
395,418
691,1335
2998,4266
953,2716
732,3440
2340,1187
388,2311
352,3920
2334,364
938,2563
592,3306
2354,4271
2221,3731
537,4771
394,1879
2171,4506
2498,790
2291,2347
1978,4373
973,3787
1012,3322
430,4408
756,3960
2237,2063
2208,2236
2304,3710
1547,3863
2339,148
749,1970
2435,1178
325,3345
247,713
629,197
2036,2466
2545,4030
712,4276
1057,2237
2184,315
524,1139
1220,2041
1176,976
2197,1293
2391,1925
2343,813
730,3985
823,2436
2221,2004
781,4211
851,101
2201,3272
1158,924
436,1464
648,314
2336,2534
1037,718
422,3341
535,2124
771,3283
2211,1547
2474,700
2387,3774
443,1030
2287,118
1136,42
683,2048
2282,2013
814,3442
1484,3920
2317,270
2286,3966
2329,2369
880,3581
2255,1513
865,3309
2145,1278
2151,3757
2454,4767
2228,943
698,3453
990,3319
1057,3173
791,3122
599,2398
2091,1663
998,650
416,559
702,1061
519,57
2235,2315
2323,3267
2278,1877
2171,3991
391,1154
