2369,1266
1088,1586
2295,2100
2368,1894
557,182
2375,273
2355,2652
2350,3480
854,3617
1930,959
2351,2238
2137,1648
2423,2049
2146,4149
752,1026
2373,3306
549,1203
1022,3277
2469,2382
368,3659
809,103
557,4031
2560,1659
2722,4887
842,3545
869,2108
2248,1568
293,1330
2304,1960
756,1580
1099,73
2264,3820
656,1041
366,3429
2359,1218
2150,2994
2353,1326
2180,3880
2233,4146
489,2117
2205,987
2108,4216
816,4431
433,1842
882,209
2748,525
2594,4807
2539,2477
2252,1388
487,3621
2289,2502
694,3861
578,848
1694,1
333,606
492,1984
843,402
416,2277
377,2534
2117,1923
778,515
2159,3801
894,3453
779,3027
1005,2780
1031,41
2279,686
1795,3628
2326,1324
2299,451
2204,3498
2641,4530
2718,4531
812,3615
893,2361
2218,1969
369,1344
2100,2500
813,2962
459,1983
1135,1376
2333,119
402,2238
265,1366
2212,1436
2181,1842
2329,2284
2371,1950
2223,4194
2392,4231
2178,3911
1074,41
2264,2058
1132,4480
852,1393
2903,4566
1018,2394
520,2079
2235,3329
467,1057
